county,state,first_case_date
Madison,Texas,2020-04-09
Lynn,Texas,2020-03-28
Lubbock,Texas,2020-03-17
Llano,Texas,2020-03-25
Live Oak,Texas,2020-04-01
Lipscomb,Texas,2020-04-28
Limestone,Texas,2020-03-25
Liberty,Texas,2020-03-25
Leon,Texas,2020-03-30
Lee,Texas,2020-04-02
Lavaca,Texas,2020-03-18
Lampasas,Texas,2020-04-03
Lamb,Texas,2020-03-28
Lamar,Texas,2020-03-25
La Salle,Texas,2020-04-16
Knox,Texas,2020-04-07
Matagorda,Texas,2020-03-16
McCulloch,Texas,2020-04-09
Panola,Texas,2020-04-02
McLennan,Texas,2020-03-18
Palo Pinto,Texas,2020-04-02
Orange,Texas,2020-03-25
Oldham,Texas,2020-03-21
Ochiltree,Texas,2020-04-24
Nueces,Texas,2020-03-24
Nolan,Texas,2020-04-24
Newton,Texas,2020-04-01
Navarro,Texas,2020-03-27
Nacogdoches,Texas,2020-03-26
Motley,Texas,2020-04-13
Morris,Texas,2020-03-23
Moore,Texas,2020-03-30
Montgomery,Texas,2020-03-10
Montague,Texas,2020-03-27
Mitchell,Texas,2020-04-07
Mills,Texas,2020-05-19
Milam,Texas,2020-03-25
Midland,Texas,2020-03-21
Medina,Texas,2020-03-18
Camp,Texas,2020-04-01
Callahan,Texas,2020-04-07
Wheeler,Texas,2020-04-22
Walworth,South Dakota,2020-04-12
Campbell,Tennessee,2020-03-14
Bradley,Tennessee,2020-03-20
Blount,Tennessee,2020-03-20
Bledsoe,Tennessee,2020-03-28
Benton,Tennessee,2020-03-26
Bedford,Tennessee,2020-03-25
Anderson,Tennessee,2020-03-20
Ziebach,South Dakota,2020-05-06
Yankton,South Dakota,2020-03-28
Union,South Dakota,2020-03-27
Calhoun,Texas,2020-03-26
Turner,South Dakota,2020-03-29
Tripp,South Dakota,2020-05-14
Todd,South Dakota,2020-03-27
Sully,South Dakota,2020-04-12
Stanley,South Dakota,2020-04-24
Spink,South Dakota,2020-04-02
Sanborn,South Dakota,2020-04-11
Roberts,South Dakota,2020-03-29
Pennington,South Dakota,2020-03-23
Cannon,Tennessee,2020-03-26
Carroll,Tennessee,2020-03-21
Carter,Tennessee,2020-03-28
Cheatham,Tennessee,2020-03-18
Greene,Tennessee,2020-03-20
Grainger,Tennessee,2020-04-01
Giles,Tennessee,2020-03-30
Gibson,Tennessee,2020-03-22
Franklin,Tennessee,2020-03-22
Fentress,Tennessee,2020-03-30
Fayette,Tennessee,2020-03-21
Dyer,Tennessee,2020-03-19
Dickson,Tennessee,2020-03-20
Decatur,Tennessee,2020-04-08
DeKalb,Tennessee,2020-03-24
Davidson,Tennessee,2020-03-08
Cumberland,Tennessee,2020-03-19
Crockett,Tennessee,2020-04-18
Coffee,Tennessee,2020-03-29
Cocke,Tennessee,2020-03-21
Clay,Tennessee,2020-04-01
Claiborne,Tennessee,2020-03-24
Chester,Tennessee,2020-03-22
Oglala Lakota,South Dakota,2020-04-08
Moody,South Dakota,2020-04-16
Minnehaha,South Dakota,2020-03-10
Corson,South Dakota,2020-04-09
Clay,South Dakota,2020-03-29
Clark,South Dakota,2020-03-29
Charles Mix,South Dakota,2020-03-10
Buffalo,South Dakota,2020-04-28
Brown,South Dakota,2020-03-22
Brookings,South Dakota,2020-03-24
Bon Homme,South Dakota,2020-03-11
Beadle,South Dakota,2020-03-10
Aurora,South Dakota,2020-03-27
York,South Carolina,2020-03-17
Williamsburg,South Carolina,2020-03-25
Union,South Carolina,2020-03-25
Sumter,South Carolina,2020-03-20
Spartanburg,South Carolina,2020-03-08
Saluda,South Carolina,2020-03-19
Richland,South Carolina,2020-03-17
Pickens,South Carolina,2020-03-20
Orangeburg,South Carolina,2020-03-20
Oconee,South Carolina,2020-03-23
Codington,South Dakota,2020-03-23
Davison,South Dakota,2020-03-10
Miner,South Dakota,2020-04-10
Day,South Dakota,2020-04-29
Meade,South Dakota,2020-03-25
McPherson,South Dakota,2020-04-25
McCook,South Dakota,2020-03-13
Marshall,South Dakota,2020-03-30
Lyman,South Dakota,2020-03-23
Lincoln,South Dakota,2020-03-25
Lawrence,South Dakota,2020-03-27
Lake,South Dakota,2020-04-02
Jerauld,South Dakota,2020-04-09
Hyde,South Dakota,2020-04-13
Hutchinson,South Dakota,2020-03-28
Hughes,South Dakota,2020-03-23
Hand,South Dakota,2020-04-26
Hamlin,South Dakota,2020-03-28
Grant,South Dakota,2020-05-06
Faulk,South Dakota,2020-03-27
Fall River,South Dakota,2020-03-29
Douglas,South Dakota,2020-04-27
Deuel,South Dakota,2020-03-28
Grundy,Tennessee,2020-03-24
Hamblen,Tennessee,2020-03-20
Hamilton,Tennessee,2020-03-13
Archer,Texas,2020-05-15
Angelina,Texas,2020-03-26
Andrews,Texas,2020-04-04
Anderson,Texas,2020-04-01
Wilson,Tennessee,2020-03-19
Williamson,Tennessee,2020-03-05
White,Tennessee,2020-03-25
Weakley,Tennessee,2020-03-28
Wayne,Tennessee,2020-03-30
Washington,Tennessee,2020-03-19
Warren,Tennessee,2020-03-30
Van Buren,Tennessee,2020-04-13
Unknown,Tennessee,2020-03-19
Union,Tennessee,2020-03-28
Unicoi,Tennessee,2020-03-26
Trousdale,Tennessee,2020-03-28
Tipton,Tennessee,2020-03-20
Sumner,Tennessee,2020-03-18
Sullivan,Tennessee,2020-03-10
Stewart,Tennessee,2020-04-04
Aransas,Texas,2020-04-05
Armstrong,Texas,2020-04-14
Shelby,Tennessee,2020-03-08
Atascosa,Texas,2020-03-25
Caldwell,Texas,2020-03-28
Burnet,Texas,2020-03-25
Burleson,Texas,2020-03-28
Brown,Texas,2020-03-20
Brooks,Texas,2020-04-22
Briscoe,Texas,2020-05-02
Brewster,Texas,2020-05-01
Brazos,Texas,2020-03-17
Brazoria,Texas,2020-03-14
Bowie,Texas,2020-03-16
Bosque,Texas,2020-04-15
Blanco,Texas,2020-03-25
Bexar,Texas,2020-02-12
Bell,Texas,2020-03-13
Bee,Texas,2020-04-08
Bastrop,Texas,2020-03-21
Bandera,Texas,2020-04-09
Bailey,Texas,2020-05-05
Austin,Texas,2020-03-25
Smith,Tennessee,2020-03-27
Sevier,Tennessee,2020-03-16
Hancock,Tennessee,2020-05-19
Madison,Tennessee,2020-03-24
Loudon,Tennessee,2020-03-22
Lincoln,Tennessee,2020-03-24
Lewis,Tennessee,2020-03-25
Lawrence,Tennessee,2020-03-30
Lauderdale,Tennessee,2020-04-01
Lake,Tennessee,2020-04-13
Knox,Tennessee,2020-03-12
Johnson,Tennessee,2020-03-28
Jefferson,Tennessee,2020-03-13
Jackson,Tennessee,2020-04-02
Humphreys,Tennessee,2020-03-31
Houston,Tennessee,2020-03-22
Hickman,Tennessee,2020-04-01
Henry,Tennessee,2020-03-29
Henderson,Tennessee,2020-04-05
Haywood,Tennessee,2020-03-29
Hawkins,Tennessee,2020-03-25
Hardin,Tennessee,2020-03-24
Hardeman,Tennessee,2020-03-28
Macon,Tennessee,2020-03-26
Marion,Tennessee,2020-03-22
Sequatchie,Tennessee,2020-04-01
Marshall,Tennessee,2020-03-30
Scott,Tennessee,2020-03-21
Rutherford,Tennessee,2020-03-13
Robertson,Tennessee,2020-03-18
Roane,Tennessee,2020-03-21
Rhea,Tennessee,2020-04-17
Putnam,Tennessee,2020-03-21
Polk,Tennessee,2020-04-02
Pickett,Tennessee,2020-05-10
Perry,Tennessee,2020-03-22
Overton,Tennessee,2020-03-24
Obion,Tennessee,2020-03-29
Morgan,Tennessee,2020-03-28
Moore,Tennessee,2020-04-15
Montgomery,Tennessee,2020-03-19
Monroe,Tennessee,2020-03-21
Meigs,Tennessee,2020-03-26
McNairy,Tennessee,2020-03-29
McMinn,Tennessee,2020-03-22
Maury,Tennessee,2020-03-20
Wharton,Texas,2020-03-25
Wichita,Texas,2020-03-18
McCormick,South Carolina,2020-04-02
Logan,West Virginia,2020-03-25
Monroe,West Virginia,2020-04-11
Monongalia,West Virginia,2020-03-19
Mingo,West Virginia,2020-04-12
Mineral,West Virginia,2020-04-03
Mercer,West Virginia,2020-03-18
McDowell,West Virginia,2020-04-07
Mason,West Virginia,2020-03-26
Marshall,West Virginia,2020-03-21
Marion,West Virginia,2020-03-25
Lincoln,West Virginia,2020-04-14
Asotin,Washington,2020-04-03
Lewis,West Virginia,2020-04-06
Kanawha,West Virginia,2020-03-20
Jefferson,West Virginia,2020-03-17
Jackson,West Virginia,2020-03-20
Harrison,West Virginia,2020-03-24
Hardy,West Virginia,2020-03-31
Hancock,West Virginia,2020-03-27
Hampshire,West Virginia,2020-04-08
Greenbrier,West Virginia,2020-03-27
Morgan,West Virginia,2020-03-29
Nicholas,West Virginia,2020-04-07
Ohio,West Virginia,2020-03-25
Pendleton,West Virginia,2020-04-02
Adams,Wisconsin,2020-04-02
Wyoming,West Virginia,2020-04-07
Wood,West Virginia,2020-03-24
Wirt,West Virginia,2020-03-29
Wetzel,West Virginia,2020-03-29
Wayne,West Virginia,2020-04-09
Upshur,West Virginia,2020-03-26
Tyler,West Virginia,2020-04-07
Tucker,West Virginia,2020-03-19
Taylor,West Virginia,2020-04-06
Summers,West Virginia,2020-04-11
Roane,West Virginia,2020-03-30
Ritchie,West Virginia,2020-05-03
Randolph,West Virginia,2020-03-30
Raleigh,West Virginia,2020-03-25
Putnam,West Virginia,2020-03-21
Preston,West Virginia,2020-03-24
Pocahontas,West Virginia,2020-04-27
Pleasants,West Virginia,2020-03-27
Grant,West Virginia,2020-04-12
Gilmer,West Virginia,2020-04-25
Fayette,West Virginia,2020-04-07
Pacific,Washington,2020-04-10
Mason,Washington,2020-03-17
Lincoln,Washington,2020-03-15
Lewis,Washington,2020-03-15
Klickitat,Washington,2020-03-14
Kittitas,Washington,2020-03-07
Kitsap,Washington,2020-03-08
King,Washington,2020-02-28
Jefferson,Washington,2020-03-06
Island,Washington,2020-03-11
Grays Harbor,Washington,2020-03-12
Grant,Washington,2020-03-13
Franklin,Washington,2020-03-17
Ferry,Washington,2020-03-25
Douglas,Washington,2020-03-23
Cowlitz,Washington,2020-03-20
Columbia,Washington,2020-03-12
Clark,Washington,2020-03-06
Clallam,Washington,2020-03-19
Chelan,Washington,2020-03-04
Okanogan,Washington,2020-03-25
Pend Oreille,Washington,2020-04-02
Clay,West Virginia,2020-05-06
Pierce,Washington,2020-03-06
Calhoun,West Virginia,2020-04-26
Cabell,West Virginia,2020-03-29
Brooke,West Virginia,2020-04-07
Braxton,West Virginia,2020-04-08
Boone,West Virginia,2020-04-08
Berkeley,West Virginia,2020-03-24
Barbour,West Virginia,2020-04-01
Yakima,Washington,2020-03-12
Whitman,Washington,2020-03-22
Whatcom,Washington,2020-03-10
Walla Walla,Washington,2020-03-02
Wahkiakum,Washington,2020-04-04
Thurston,Washington,2020-03-11
Stevens,Washington,2020-03-20
Spokane,Washington,2020-02-24
Snohomish,Washington,2020-01-21
Skamania,Washington,2020-03-27
Skagit,Washington,2020-03-10
San Juan,Washington,2020-03-20
Ashland,Wisconsin,2020-03-31
Barron,Wisconsin,2020-04-03
Bayfield,Wisconsin,2020-03-19
Wood,Wisconsin,2020-03-16
Waushara,Wisconsin,2020-04-06
Waupaca,Wisconsin,2020-03-27
Waukesha,Wisconsin,2020-03-11
Washington,Wisconsin,2020-03-18
Washburn,Wisconsin,2020-04-14
Walworth,Wisconsin,2020-03-19
Vilas,Wisconsin,2020-03-26
Vernon,Wisconsin,2020-04-24
Trempealeau,Wisconsin,2020-04-02
Taylor,Wisconsin,2020-05-21
St. Croix,Wisconsin,2020-03-20
Sheboygan,Wisconsin,2020-03-13
Shawano,Wisconsin,2020-04-04
Sawyer,Wisconsin,2020-04-09
Sauk,Wisconsin,2020-03-19
Rusk,Wisconsin,2020-04-03
Rock,Wisconsin,2020-03-20
Richland,Wisconsin,2020-03-27
Racine,Wisconsin,2020-03-13
Winnebago,Wisconsin,2020-03-14
Albany,Wyoming,2020-03-25
Portage,Wisconsin,2020-03-26
Big Horn,Wyoming,2020-04-12
Uinta,Wyoming,2020-04-02
Lafayette,Missouri,2020-03-23
Sweetwater,Wyoming,2020-03-24
Sublette,Wyoming,2020-03-28
Sheridan,Wyoming,2020-03-11
Platte,Wyoming,2020-05-21
Park,Wyoming,2020-03-17
Niobrara,Wyoming,2020-04-10
Natrona,Wyoming,2020-03-20
Lincoln,Wyoming,2020-04-03
Laramie,Wyoming,2020-03-17
Johnson,Wyoming,2020-03-26
Hot Springs,Wyoming,2020-03-26
Goshen,Wyoming,2020-03-27
Fremont,Wyoming,2020-03-13
Crook,Wyoming,2020-04-04
Converse,Wyoming,2020-03-28
Carbon,Wyoming,2020-03-21
Campbell,Wyoming,2020-03-20
Price,Wisconsin,2020-04-11
Polk,Wisconsin,2020-04-10
Brown,Wisconsin,2020-03-18
Iron,Wisconsin,2020-03-27
Green Lake,Wisconsin,2020-04-13
Green,Wisconsin,2020-03-20
Grant,Wisconsin,2020-03-25
Forest,Wisconsin,2020-05-06
Fond du Lac,Wisconsin,2020-03-11
Florence,Wisconsin,2020-04-05
Eau Claire,Wisconsin,2020-03-19
Dunn,Wisconsin,2020-03-20
Douglas,Wisconsin,2020-03-20
Door,Wisconsin,2020-03-30
Dodge,Wisconsin,2020-03-23
Dane,Wisconsin,2020-02-05
Crawford,Wisconsin,2020-04-01
Columbia,Wisconsin,2020-03-19
Clark,Wisconsin,2020-03-26
Chippewa,Wisconsin,2020-03-20
Calumet,Wisconsin,2020-03-19
Burnett,Wisconsin,2020-05-14
Buffalo,Wisconsin,2020-03-31
Iowa,Wisconsin,2020-03-25
Jackson,Wisconsin,2020-03-30
Pierce,Wisconsin,2020-03-09
Jefferson,Wisconsin,2020-03-20
Pepin,Wisconsin,2020-05-14
Ozaukee,Wisconsin,2020-03-19
Outagamie,Wisconsin,2020-03-16
Oneida,Wisconsin,2020-03-28
Oconto,Wisconsin,2020-03-31
Monroe,Wisconsin,2020-03-25
Milwaukee,Wisconsin,2020-03-13
Menominee,Wisconsin,2020-04-01
Marquette,Wisconsin,2020-03-30
Marinette,Wisconsin,2020-03-27
Marathon,Wisconsin,2020-03-20
Manitowoc,Wisconsin,2020-04-04
Lincoln,Wisconsin,2020-05-01
Langlade,Wisconsin,2020-05-21
Lafayette,Wisconsin,2020-04-07
La Crosse,Wisconsin,2020-03-18
Kewaunee,Wisconsin,2020-04-06
Kenosha,Wisconsin,2020-03-17
Juneau,Wisconsin,2020-03-25
Benton,Washington,2020-03-18
Adams,Washington,2020-03-23
Wilbarger,Texas,2020-04-14
Amelia,Virginia,2020-03-26
Buchanan,Virginia,2020-04-07
Brunswick,Virginia,2020-03-31
Bristol city,Virginia,2020-03-27
Botetourt,Virginia,2020-03-21
Bedford,Virginia,2020-03-22
Augusta,Virginia,2020-04-01
Arlington,Virginia,2020-03-11
Appomattox,Virginia,2020-04-06
Amherst,Virginia,2020-03-22
Alleghany,Virginia,2020-03-29
York,Virginia,2020-03-16
Alexandria city,Virginia,2020-03-12
Albemarle,Virginia,2020-03-21
Accomack,Virginia,2020-03-20
Unknown,Virgin Islands,2020-03-14
Windsor,Vermont,2020-03-14
Windham,Vermont,2020-03-21
Washington,Vermont,2020-03-14
Unknown,Vermont,2020-03-23
Rutland,Vermont,2020-03-20
Buckingham,Virginia,2020-03-31
Buena Vista city,Virginia,2020-04-03
Campbell,Virginia,2020-03-31
Caroline,Virginia,2020-04-03
Falls Church city,Virginia,2020-04-13
Fairfax city,Virginia,2020-04-10
Fairfax,Virginia,2020-03-07
Essex,Virginia,2020-04-16
Emporia city,Virginia,2020-04-03
Dinwiddie,Virginia,2020-04-07
Danville city,Virginia,2020-03-23
Cumberland,Virginia,2020-04-02
Culpeper,Virginia,2020-03-22
Craig,Virginia,2020-04-07
Covington city,Virginia,2020-05-09
Colonial Heights city,Virginia,2020-04-10
Clarke,Virginia,2020-03-31
Chesterfield,Virginia,2020-03-14
Chesapeake city,Virginia,2020-03-24
Charlottesville city,Virginia,2020-03-17
Charlotte,Virginia,2020-04-04
Charles City,Virginia,2020-03-18
Carroll,Virginia,2020-03-31
Orleans,Vermont,2020-03-24
Orange,Vermont,2020-03-16
Lamoille,Vermont,2020-03-25
Kane,Utah,2020-04-02
Iron,Utah,2020-03-23
Grand,Utah,2020-04-03
Garfield,Utah,2020-03-28
Emery,Utah,2020-04-03
Duchesne,Utah,2020-04-03
Davis,Utah,2020-03-06
Carbon,Utah,2020-04-03
Cache,Utah,2020-03-18
Box Elder,Utah,2020-03-18
Zavala,Texas,2020-04-17
Zapata,Texas,2020-04-06
Young,Texas,2020-03-27
Yoakum,Texas,2020-04-18
Wood,Texas,2020-04-01
Wise,Texas,2020-03-30
Winkler,Texas,2020-04-10
Wilson,Texas,2020-03-25
Williamson,Texas,2020-03-18
Willacy,Texas,2020-03-27
Juab,Utah,2020-04-03
Millard,Utah,2020-04-03
Grand Isle,Vermont,2020-04-07
Morgan,Utah,2020-03-26
Franklin,Vermont,2020-03-21
Essex,Vermont,2020-04-08
Chittenden,Vermont,2020-03-11
Caledonia,Vermont,2020-03-24
Bennington,Vermont,2020-03-07
Addison,Vermont,2020-03-20
Weber,Utah,2020-03-10
Washington,Utah,2020-03-06
Wasatch,Utah,2020-03-16
Utah,Utah,2020-03-15
Unknown,Utah,2020-03-26
Uintah,Utah,2020-03-27
Tooele,Utah,2020-03-16
Summit,Utah,2020-03-14
Sevier,Utah,2020-04-15
Sanpete,Utah,2020-04-18
San Juan,Utah,2020-03-28
Salt Lake,Utah,2020-02-25
Piute,Utah,2020-05-07
Fauquier,Virginia,2020-03-26
Floyd,Virginia,2020-04-09
Fluvanna,Virginia,2020-03-22
Salem city,Virginia,2020-04-02
Rockingham,Virginia,2020-03-22
Rockbridge,Virginia,2020-03-23
Roanoke city,Virginia,2020-03-27
Roanoke,Virginia,2020-03-25
Richmond city,Virginia,2020-03-18
Richmond,Virginia,2020-04-03
Rappahannock,Virginia,2020-04-07
Radford city,Virginia,2020-03-26
Pulaski,Virginia,2020-04-03
Prince William,Virginia,2020-03-12
Prince George,Virginia,2020-03-26
Prince Edward,Virginia,2020-03-12
Powhatan,Virginia,2020-03-28
Portsmouth city,Virginia,2020-03-20
Poquoson city,Virginia,2020-03-26
Pittsylvania,Virginia,2020-03-26
Petersburg city,Virginia,2020-03-30
Patrick,Virginia,2020-04-21
Page,Virginia,2020-03-31
Russell,Virginia,2020-04-06
Scott,Virginia,2020-04-10
Nottoway,Virginia,2020-03-25
Shenandoah,Virginia,2020-03-25
Wythe,Virginia,2020-03-29
Wise,Virginia,2020-04-03
Winchester city,Virginia,2020-03-29
Williamsburg city,Virginia,2020-03-17
Westmoreland,Virginia,2020-04-03
Waynesboro city,Virginia,2020-03-31
Washington,Virginia,2020-03-26
Warren,Virginia,2020-03-26
Virginia Beach city,Virginia,2020-03-09
Unknown,Virginia,2020-04-03
Tazewell,Virginia,2020-03-29
Sussex,Virginia,2020-04-01
Surry,Virginia,2020-03-31
Suffolk city,Virginia,2020-03-21
Staunton city,Virginia,2020-04-04
Stafford,Virginia,2020-03-16
Spotsylvania,Virginia,2020-03-14
Southampton,Virginia,2020-03-26
Smyth,Virginia,2020-03-30
Orange,Virginia,2020-03-25
Norton city,Virginia,2020-04-21
Franklin,Virginia,2020-03-21
King George,Virginia,2020-03-26
Isle of Wight,Virginia,2020-03-21
Hopewell city,Virginia,2020-03-28
Highland,Virginia,2020-04-22
Henry,Virginia,2020-03-30
Henrico,Virginia,2020-03-17
Harrisonburg city,Virginia,2020-03-13
Hanover,Virginia,2020-03-12
Hampton city,Virginia,2020-03-26
Halifax,Virginia,2020-03-24
Greensville,Virginia,2020-03-29
Greene,Virginia,2020-03-26
Grayson,Virginia,2020-04-28
Goochland,Virginia,2020-03-17
Gloucester,Virginia,2020-03-20
Giles,Virginia,2020-04-06
Galax city,Virginia,2020-03-27
Fredericksburg city,Virginia,2020-03-25
Frederick,Virginia,2020-03-25
Franklin city,Virginia,2020-03-31
James City,Virginia,2020-03-12
King William,Virginia,2020-03-30
Northumberland,Virginia,2020-03-28
King and Queen,Virginia,2020-03-31
Northampton,Virginia,2020-03-26
Norfolk city,Virginia,2020-03-20
Newport News city,Virginia,2020-03-20
New Kent,Virginia,2020-03-28
Nelson,Virginia,2020-03-25
Montgomery,Virginia,2020-03-28
Middlesex,Virginia,2020-04-09
Mecklenburg,Virginia,2020-03-21
Mathews,Virginia,2020-03-25
Manassas city,Virginia,2020-03-25
Manassas Park city,Virginia,2020-03-29
Madison,Virginia,2020-03-25
Lynchburg city,Virginia,2020-03-26
Lunenburg,Virginia,2020-04-07
Louisa,Virginia,2020-03-22
Loudoun,Virginia,2020-03-10
Lexington city,Virginia,2020-04-03
Lee,Virginia,2020-03-22
Lancaster,Virginia,2020-03-28
Newberry,South Carolina,2020-03-21
Teton,Wyoming,2020-03-18
Marlboro,South Carolina,2020-03-21
Chemung,New York,2020-03-24
Franklin,New York,2020-03-25
Essex,New York,2020-03-18
Erie,New York,2020-03-15
Dutchess,New York,2020-03-12
Delaware,New York,2020-03-12
Cortland,New York,2020-03-22
Columbia,New York,2020-03-20
Clinton,New York,2020-03-17
Chenango,New York,2020-03-18
Chautauqua,New York,2020-03-25
Burlington,New Jersey,2020-03-10
Cayuga,New York,2020-03-23
Cattaraugus,New York,2020-03-28
Broome,New York,2020-03-14
Allegany,New York,2020-03-16
Albany,New York,2020-03-12
Valencia,New Mexico,2020-03-27
Unknown,New Mexico,2020-04-03
Union,New Mexico,2020-04-25
Torrance,New Mexico,2020-03-30
Fulton,New York,2020-03-20
Genesee,New York,2020-03-20
Greene,New York,2020-03-15
Hamilton,New York,2020-03-18
Rensselaer,New York,2020-03-17
Putnam,New York,2020-03-15
Otsego,New York,2020-03-23
Oswego,New York,2020-03-23
Orleans,New York,2020-03-24
Orange,New York,2020-03-12
Ontario,New York,2020-03-16
Onondaga,New York,2020-03-16
Oneida,New York,2020-03-20
Niagara,New York,2020-03-20
New York City,New York,2020-03-01
Nassau,New York,2020-03-05
Montgomery,New York,2020-03-15
Monroe,New York,2020-03-11
Madison,New York,2020-03-22
Livingston,New York,2020-03-18
Lewis,New York,2020-03-29
Jefferson,New York,2020-03-18
Herkimer,New York,2020-03-12
Taos,New Mexico,2020-03-17
Socorro,New Mexico,2020-03-11
Sierra,New Mexico,2020-04-29
Chaves,New Mexico,2020-03-23
Bernalillo,New Mexico,2020-03-11
Warren,New Jersey,2020-03-17
Unknown,New Jersey,2020-03-12
Union,New Jersey,2020-03-09
Sussex,New Jersey,2020-03-19
Somerset,New Jersey,2020-03-16
Salem,New Jersey,2020-03-22
Passaic,New Jersey,2020-03-08
Ocean,New Jersey,2020-03-13
Morris,New Jersey,2020-03-12
Monmouth,New Jersey,2020-03-09
Middlesex,New Jersey,2020-03-11
Mercer,New Jersey,2020-03-14
Hunterdon,New Jersey,2020-03-16
Hudson,New Jersey,2020-03-09
Gloucester,New Jersey,2020-03-17
Essex,New Jersey,2020-03-12
Cumberland,New Jersey,2020-03-20
Cape May,New Jersey,2020-03-19
Catron,New Mexico,2020-04-01
Cibola,New Mexico,2020-03-24
Santa Fe,New Mexico,2020-03-11
Colfax,New Mexico,2020-04-09
Sandoval,New Mexico,2020-03-14
San Miguel,New Mexico,2020-03-19
San Juan,New Mexico,2020-03-22
Roosevelt,New Mexico,2020-03-27
Rio Arriba,New Mexico,2020-03-25
Quay,New Mexico,2020-04-11
Otero,New Mexico,2020-04-01
McKinley,New Mexico,2020-03-20
Luna,New Mexico,2020-04-10
Los Alamos,New Mexico,2020-04-04
Lincoln,New Mexico,2020-04-04
Lea,New Mexico,2020-03-21
Hidalgo,New Mexico,2020-05-18
Harding,New Mexico,2020-04-23
Guadalupe,New Mexico,2020-04-18
Grant,New Mexico,2020-04-01
Eddy,New Mexico,2020-03-25
Doña Ana,New Mexico,2020-03-20
Curry,New Mexico,2020-03-24
Rockland,New York,2020-03-06
Saratoga,New York,2020-03-07
Schenectady,New York,2020-03-13
Jones,North Carolina,2020-04-09
Jackson,North Carolina,2020-04-13
Iredell,North Carolina,2020-03-17
Hyde,North Carolina,2020-04-29
Hoke,North Carolina,2020-03-18
Hertford,North Carolina,2020-03-25
Henderson,North Carolina,2020-03-22
Haywood,North Carolina,2020-04-03
Harnett,North Carolina,2020-03-14
Halifax,North Carolina,2020-03-29
Guilford,North Carolina,2020-03-18
Greene,North Carolina,2020-03-27
Granville,North Carolina,2020-03-22
Graham,North Carolina,2020-04-28
Gates,North Carolina,2020-04-02
Gaston,North Carolina,2020-03-18
Franklin,North Carolina,2020-03-20
Forsyth,North Carolina,2020-03-12
Edgecombe,North Carolina,2020-03-28
Durham,North Carolina,2020-03-16
Johnston,North Carolina,2020-03-12
Lee,North Carolina,2020-03-22
Davie,North Carolina,2020-03-22
Lenoir,North Carolina,2020-03-25
Person,North Carolina,2020-03-27
Perquimans,North Carolina,2020-03-28
Pender,North Carolina,2020-04-05
Pasquotank,North Carolina,2020-03-20
Pamlico,North Carolina,2020-03-29
Orange,North Carolina,2020-03-20
Onslow,North Carolina,2020-03-12
Northampton,North Carolina,2020-03-25
New Hanover,North Carolina,2020-03-18
Nash,North Carolina,2020-03-22
Moore,North Carolina,2020-03-18
Montgomery,North Carolina,2020-03-24
Mitchell,North Carolina,2020-04-02
Mecklenburg,North Carolina,2020-03-12
McDowell,North Carolina,2020-03-25
Martin,North Carolina,2020-03-31
Madison,North Carolina,2020-04-25
Macon,North Carolina,2020-04-02
Lincoln,North Carolina,2020-03-18
Duplin,North Carolina,2020-03-25
Davidson,North Carolina,2020-03-20
Schoharie,New York,2020-03-19
Avery,North Carolina,2020-05-19
Anson,North Carolina,2020-03-31
Alleghany,North Carolina,2020-03-29
Alexander,North Carolina,2020-03-30
Alamance,North Carolina,2020-03-23
Yates,New York,2020-04-02
Wyoming,New York,2020-03-17
Westchester,New York,2020-03-04
Wayne,New York,2020-03-19
Washington,New York,2020-03-18
Warren,New York,2020-03-18
Ulster,New York,2020-03-08
Tompkins,New York,2020-03-14
Tioga,New York,2020-03-14
Sullivan,New York,2020-03-17
Suffolk,New York,2020-03-08
Steuben,New York,2020-03-21
St. Lawrence,New York,2020-03-22
Seneca,New York,2020-03-31
Schuyler,New York,2020-03-28
Ashe,North Carolina,2020-04-04
Beaufort,North Carolina,2020-03-26
Dare,North Carolina,2020-04-02
Bertie,North Carolina,2020-03-25
Currituck,North Carolina,2020-03-29
Cumberland,North Carolina,2020-03-22
Craven,North Carolina,2020-03-14
Columbus,North Carolina,2020-03-29
Cleveland,North Carolina,2020-03-25
Clay,North Carolina,2020-03-31
Chowan,North Carolina,2020-04-03
Cherokee,North Carolina,2020-03-22
Chatham,North Carolina,2020-03-06
Catawba,North Carolina,2020-03-21
Caswell,North Carolina,2020-03-29
Carteret,North Carolina,2020-03-20
Camden,North Carolina,2020-04-27
Caldwell,North Carolina,2020-03-25
Cabarrus,North Carolina,2020-03-12
Burke,North Carolina,2020-03-25
Buncombe,North Carolina,2020-03-21
Brunswick,North Carolina,2020-03-14
Bladen,North Carolina,2020-04-03
Camden,New Jersey,2020-03-06
Bergen,New Jersey,2020-03-04
Polk,North Carolina,2020-03-28
Broadwater,Montana,2020-03-19
Jefferson,Montana,2020-03-24
Hill,Montana,2020-03-25
Golden Valley,Montana,2020-04-11
Glacier,Montana,2020-04-03
Gallatin,Montana,2020-03-13
Flathead,Montana,2020-03-19
Deer Lodge,Montana,2020-03-29
Cascade,Montana,2020-03-21
Carbon,Montana,2020-04-01
Big Horn,Montana,2020-04-10
Atlantic,New Jersey,2020-03-18
Beaverhead,Montana,2020-04-04
Wright,Missouri,2020-03-27
Worth,Missouri,2020-04-06
Webster,Missouri,2020-03-30
Washington,Missouri,2020-04-08
Warren,Missouri,2020-03-28
